companyId,companyFullName,companyShortName,companyLogo,city,industryField,companyFeatures,financeStage,companySize,interviewRemarkNum,positionNum,processRate,approve,countryScore,cityScore
420939,厦门讯易网络科技有限公司,厦门讯易网络,i/image2/M01/6C/52/CgoB5ltOp16ALzDUAAAbRoNsFMc037.png,厦门,"电子商务,其他",我们执着创造更具价值的东西 网内存知己，天涯若比邻,未融资,15-50人,0,4,50,0,0,0
152435,无限云（厦门）信息科技有限公司,PaaSoo 无限云科技,i/image/M00/B1/88/Cgp3O1i5IduAQFDQAAAM85Q7nGs804.jpg,厦门,企业服务,更专业，更安全的国际云通讯服务,不需要融资,15-50人,2,5,0,1,0,0
316801,厦门隆必达电子有限公司,隆必达,i/image3/M00/22/14/Cgq2xlqUsRmAXmgyAAFF0qv5w0w347.jpg,厦门,"移动互联网,电子商务",品牌出海首席合作伙伴,A轮,50-150人,0,4,100,0,0,0
203062,幸孕方舟（厦门）健康管理有限公司,幸孕方舟,i/image/M00/20/97/CgpFT1kUHXSAIN3PAADP12iAjRo204.png,厦门,"旅游,移动互联网",激情点燃梦想，坚持成就梦想,天使轮,15-50人,0,0,100,1,0,0
21908,厦门天锐科技股份有限公司,天锐股份,i/image/M00/4E/53/CgqKkVeqxeCAdc2HAAAP8sNHK34219.png,厦门,信息安全,信息安全领域的领导者,上市公司,150-500人,2,24,0,1,0,0
99122,厦门不丕网络科技有限公司,不丕,image2/M00/0A/86/CgqLKVYV5LCAPmalAACQaevJfv0112.jpg?cc=0.020573080517351627,厦门,"移动互联网,生活服务",帮助爱美人士勇敢、安全、科学、理性提高颜值的平台。,天使轮,15-50人,20,0,0,1,0,0
82324,蓝盒（厦门）信息技术有限公司,蓝盒信息,image2/M00/03/C9/CgpzWlXvkxGAMH4PAAAG2U9r-n8384.png,厦门,"移动互联网,O2O",记录美好的旅行时光,天使轮,少于15人,1,0,80,1,0,0
79872,厦门麻花网络科技有限公司,麻花科技,i/image/M00/84/1F/CgpFT1rEOtyAT2YFAAAOewtLMf0359.png,厦门,社交网络、生活服务,百度搜索 云纸物联 即可查看公司项目信息,天使轮,15-50人,1,1,0,1,0,0
138161,厦门市职行力信息科技有限公司,职行力,i/image/M00/42/70/CgqKkVd_XsSAVo5vAAAiF1JTASU115.jpg,厦门,"移动互联网,教育",给大企业提供人力资源运营平台,B轮,50-150人,5,0,0,1,0,0
113029,厦门栗子科技有限公司,栗子科技,i/image/M00/02/D0/CgqKkVaduuGAerSTAAA8JCquerQ059.png,厦门,"移动互联网,电子商务","Join us,these are beautiful times！",天使轮,15-50人,6,1,50,0,0,0
143467,厦门天邻缘电子商务有限公司,特步电商,i/image/M00/52/17/CgqKkVe6q3eAHURLAAAORZNAYhk128.jpg,厦门,电子商务,一群爱学习，有梦想的年轻实力派！,不需要融资,150-500人,0,5,50,0,0,0
139292,厦门讯网网络科技有限责任公司,厦门讯网网络科技,i/image/M00/45/CE/CgqKkVeKKTKAczxFAAA_6lDsxfY492.jpg,厦门,"游戏,信息安全",旨在为外服玩家提供最优质的跨境游戏体验。工作环境风格清新，福利多多。,不需要融资,少于15人,5,0,0,1,0,0
158454,厦门飞鼠网络技术有限公司,飞鼠网络,i/image/M00/73/E0/CgqKkVgv-4aAX8lHAABEgTZgrdA332.png,厦门,游戏,多沟通、爱创新、创乐趣,不需要融资,15-50人,1,0,0,1,0,0
134470,厦门昂讯网络科技有限公司,厦门昂讯,i/image/M00/37/B3/CgqKkVdg9TCACAcxAAAVOj7a9vI148.png,厦门,"移动互联网,O2O",五险一金 氛围活泼,天使轮,50-150人,6,5,0,0,0,0
33814,厦门易尔通网络科技有限公司,易尔通网络,image1/M00/00/4F/CgYXBlTUXQSAALQ4AAC8keZEIOI445.jpg,厦门,"移动互联网,广告营销",闽南企业与百度合作的唯一桥梁——百度闽南运营中心 3503007,未融资,500-2000人,7,4,0,1,0,0
25278,云朵网络有限公司,云朵,image1/M00/43/86/CgYXBlXRrPuAa9SrAAATTAWhOUA998.jpg,厦门,移动互联网,站立云朵之上，齐看晴空万里,天使轮,50-150人,2,0,0,1,0,0
174783,厦门英普洛信息有限公司,Emprom Game,i/image2/M00/24/B0/CgotOVobkXmATMaDAADozXynW5E031.png,厦门,游戏,Happiness Creates Future,天使轮,少于15人,0,0,100,0,0,0
361800,厦门顺势共识信息科技有限公司,顺势共识信息科技,i/image2/M01/78/C9/CgotOVtrkXuARwiMAAQjHj47VrY151.png,厦门,"移动互联网,社交网络",EOS 全球生态入口,天使轮,15-50人,0,5,0,0,0,0
150012,厦门大招科技有限公司,大招科技,i/image2/M00/06/B1/CgotOVnKasOADHxXAAA_Sgqy1gk531.png,厦门,"移动互联网,企业服务",智能的金融软件、数据与策略服务商,未融资,15-50人,5,0,0,1,0,0
387445,探睿（厦门）网络科技有限公司,探睿,i/image2/M01/67/F3/CgotOVtFYoKACATyAABGX1o7qpk259.jpg,厦门,移动互联网,用最好的技术服务更好的用户,不需要融资,15-50人,0,2,100,0,0,0
64508,厦门博鼎智文传媒科技有限公司,博鼎智文,image1/M00/1F/9E/CgYXBlU0cQuAM8hGAABNS8A0l2s405.jpg,厦门,"移动互联网,O2O",专业的数字文化战略服务机构，中国领先的数字信息产品、数字文化传播服务及解决方案提供商,不需要融资,50-150人,11,0,30,1,0,0
260168,厦门淘金互动网络股份有限公司,淘金互动,i/image/M00/70/DD/CgpEMlm2Vt2AX4-pAACVkZSXYY4925.png,厦门,"游戏,移动互联网",淘金互动，一直在让游戏变得更有趣,A轮,15-50人,1,5,0,1,0,0
64893,厦门茶信科技有限公司,茶信科技,image1/M00/20/21/CgYXBlU2B_6ASBBvAABTYn8miEA145.jpg,厦门,移动互联网,茶信的愿景和使命是致力于成为行业主导、用户首选的第一竞争力的茶叶交易服务商。,不需要融资,15-50人,1,0,70,0,0,0
374426,厦门多维树信息科技有限公司,多维树,i/image/M00/8D/DC/CgpEMlrilx-AE_nTAAAK1wHoejo291.jpg,厦门,数据服务,"智能驱动设计, 产品点亮生活",天使轮,少于15人,0,4,100,0,0,0
69332,厦门房妈妈信息技术有限公司,房妈妈,i/image/M00/24/3C/CgqKkVcZ0r-AJJCZAAB5c_Sxnbk953.png,厦门,"移动互联网,O2O",58赶集系创业团队，致力于搭伙入住的互联网租房平台；找室友合租，住一块，更有趣。,天使轮,15-50人,15,0,0,1,0,0
7897,厦门酥米网络科技有限公司,酥米网络,i/image/M00/55/19/Cgp3O1fGPbCAKOeeAAA1sm08CN0711.jpg,厦门,移动互联网,我们是来自的厦门的独立开发团队。,未融资,少于15人,2,0,0,1,0,0
377896,深圳市鼎宸网络科技有限公司,鼎宸科技,i/image3/M00/52/82/CgpOIFsH2TqAeL-zAAApUHxd4mk186.jpg,厦门,电子商务,在创新中不断进步，在进步中不断超越,未融资,50-150人,0,5,100,0,0,0
47348,厦门信弈网络科技有限公司,信弈,i/image/M00/09/EE/Cgp3O1bTumyAa49AAACfrNjM1rw319.jpg,厦门,"移动互联网,旅游",前线活力项目，长线统筹布局,不需要融资,15-50人,11,0,0,1,0,0
294094,厦门快融通网络科技有限公司,快融通网,i/image2/M00/29/8D/CgoB5lonU66AbLN1AATLvHhQ9oU000.jpg,厦门,"移动互联网,金融",快融通网络科技，领先的区块链金融技术服务商。,未融资,15-50人,0,1,0,0,0,0
100522,厦门榴莲在线旅游科技有限公司,榴莲旅游,image2/M00/0C/FD/CgpzWlYd-KyAB_0LAAATSdrO5wI504.png?cc=0.45875156996771693,厦门,"移动互联网,旅游",让旅行更美好,天使轮,15-50人,7,0,5,1,0,0
145455,厦门梵邻科技有限公司,梵邻科技,i/image/M00/53/53/Cgp3O1e-eZSADWYIAAA3ZjfGcrM639.jpg,厦门,"移动互联网,电子商务",互联网大健康颠覆者,天使轮,少于15人,1,0,50,0,0,0
259822,北京花镜信息技术有限公司厦门分公司,花镜,i/image2/M00/05/4E/CgotOVnHP6eAf4MtAABu7bN6i6s180.JPG,厦门,"移动互联网,电子商务",新零售消费场景的深刻洞察者和创新领跑者,天使轮,15-50人,0,0,100,0,0,0
56796,大云广众（厦门）信息科技有限公司,大云广众,image2/M00/24/F6/CgqLKVaPT0aABluIAALqkg4KA-U528.JPG,厦门,移动互联网,物联网营销与交互工具服务商,天使轮,15-50人,1,0,0,1,0,0
122804,厦门致上信息科技有限公司,厦门致上,i/image/M00/23/B9/Cgp3O1cYXjqAXZy0AAAcOo526Gk368.png,厦门,"移动互联网,电子商务",精诚创新、止于至善,不需要融资,50-150人,8,0,0,0,0,0
70007,厦门鑫点击网络科技股份有限公司,点击网络,image1/M00/41/E2/Cgo8PFXJv2SAWooxAAASh3Xz-3Q338.jpg,厦门,移动互联网,来吧，一切都就绪，只缺你了！这里是80.90的舞台，只要你是个有梦想的有志青年，这里为你提供舞台！,上市公司,150-500人,19,0,0,0,0,0
125690,厦门中云创电子科技有限公司,中云创,i/image/M00/22/CD/Cgp3O1cV4QeAe40VAAAqI0DjC0M791.png,厦门,"硬件,移动互联网",物联网将改变所有生活，我们努力为这一天！,A轮,15-50人,11,0,0,0,0,0
324320,互动创想（厦门）数字科技有限公司,互动创想,i/image3/M00/1E/5A/CgpOIFqPxEOAGaKpAAAvZRwlgTk608.jpg,厦门,"移动互联网,企业服务",匠心之作，铸就行业典范,未融资,15-50人,2,3,0,0,0,0
399415,厦门火冶网络科技有限公司,火冶网络,i/image2/M00/53/C2/CgoB5lsXsleAWRVRAAAUKswryPY702.jpg,厦门,移动互联网,努力成为最专业的行业应用服务商，成为一流的科技企业。,未融资,少于15人,0,5,100,0,0,0
307304,厦门聚创优品文化创意有限公司,聚创优品,i/image2/M00/37/99/CgoB5lpLL8uADQKCAACFknNf7Xk627.jpg,厦门,"移动互联网,文化娱乐",年轻有活力的团队,不需要融资,15-50人,0,5,100,0,0,0
344405,深圳船奇科技有限公司厦门分公司,深圳船奇科技有限公司厦门分公司,i/image/M00/82/57/CgpFT1q8fcmAApH4AAE6ytlO6ik989.png,厦门,"企业服务,数据服务",跨境电商卖家强有力的软件运营系统支持,天使轮,15-50人,0,9,40,0,0,0
111164,厦门万策智业科技有限公司,万策智业,i/image/M00/01/F7/CgqKkVZ84BSARxIXAAAqHIdTggg663.png,厦门,"移动互联网,教育",诚信、快乐、完美,不需要融资,15-50人,0,0,27,0,0,0
68514,泉州市沃尔特信息技术有限公司,老车夫网,image1/M00/25/63/CgYXBlVRXJWABvHwAABIq7Uomyc117.jpg,厦门,移动互联网,打造中国汽车4S店垂直电商平台，一家专注4S店的特卖电商平台,A轮,少于15人,0,0,37,1,0,0
49098,厦门云诚创想电子商务有限公司,云往探索,image1/M00/1F/B2/Cgo8PFU0m-2AIfOKAACTvonEY14088.jpg,厦门,"移动互联网,电子商务",致力于运动户外健康及旅行事业，打造成为一家全球领先的运动户外健康生活方式领域整合运营服务商,天使轮,少于15人,5,0,0,1,0,0
14525,鸿星尔克(厦门)实业有限公司,鸿星尔克集团,i/image/M00/2D/C9/CgqKkVc9JPqAIgkXAAGBBCicOpA558.png,厦门,生活服务,TO BE NO.1,上市公司,2000人以上,2,6,0,1,0,0
103684,盈众汽车集团有限公司,盈众汽车,image2/M00/11/65/CgpzWlYx31uAS0I0AAGhEHxxjQk125.png?cc=0.5477523959707469,厦门,"移动互联网,其他",卓越服务，快乐生活,不需要融资,2000人以上,1,1,0,1,0,0
82792,厦门艾拓瑞环保科技有限公司,艾拓瑞,image1/M00/38/32/CgYXBlWk3EyAF2KdAAJtFIhRiX8151.jpg?cc=0.9304743483662605,厦门,"企业服务,生活服务",服务大众健康，促进人类文明!!!,未融资,15-50人,0,0,100,0,0,0
343431,厦门搜神网络技术有限公司,厦门搜神科技,i/image3/M00/3D/C6/Cgq2xlqwoEqAMKr4AAAZn8vzJ1E559.jpg,厦门,"企业服务,广告营销",充满年轻活力的一群人,不需要融资,50-150人,0,5,100,0,0,0
123263,厦门千骥网络科技有限公司,厦门千骥网络科技有限公司,i/image/M00/1D/2E/Cgp3O1cEYTyAOj1fAAAVSO6xY7Y320.jpg,厦门,游戏,Changit，“做不一样的游戏”是我们秉持的开发理念，带来不一样的游戏体验。,未融资,50-150人,2,0,0,1,0,0
393942,福建陆柒玖网络科技有限公司,人人购,i/image2/M00/52/6C/CgotOVsV5FmAXOyyAAAGktpVFYQ543.png,厦门,"移动互联网,电子商务",企业专业化服务定制,不需要融资,50-150人,0,0,100,0,0,0
178627,厦门当客科技有限公司,当客软件园,i/image/M00/B7/EE/CgqKkVjA-_OAGvRiAAAmIQSFqbw349.png,厦门,移动互联网,制度完善 活动多 很大的晋升空间前景好,未融资,15-50人,1,0,100,0,0,0
58852,厦门十方智汇信息技术有限公司,Slasify,i/image/M00/BC/D6/Cgp3O1jI_cmAXI4mAAHFzFbxhDE797.jpg,厦门,企业服务,为企业打造专属的虚拟团队,天使轮,少于15人,1,0,0,1,0,0
151196,厦门林讯信息科技有限公司,林讯科技,i/image/M00/64/1F/Cgp3O1gEhJyAHzmqAAAa9EFR-YM883.jpg,厦门,"移动互联网,文化娱乐",我们欢迎任何一个有热情的你加入我们的团队！,未融资,少于15人,1,5,0,1,0,0
293445,厦门造百克自行车有限公司,造百克自行车,i/image2/M00/25/A0/CgotOVodJsKAJkZMAAFCRCVNnGQ632.jpg,厦门,电子商务,全世界的骑行爱好者想要了解或分享骑行时，第一时间想到我们的品牌网站，并肯定我们的产品。,不需要融资,15-50人,0,0,100,0,0,0
406048,厦门千字杰网络科技有限公司,千字杰,i/image2/M01/6F/36/CgotOVtVgeuALbKAAAG6gVzXtrM38.jpeg,厦门,"移动互联网,电子商务",让优质的中国产品走向全世界,未融资,少于15人,0,2,75,0,0,0
342139,厦门集网文化传播有限公司,集网,i/image3/M00/36/9A/Cgq2xlqooo2ATYg9AACM3zFU9PU421.jpg,厦门,"电子商务,游戏",不忘初心，精益求精，专心做好产品，为用户和合作伙伴创造更多价值，共创互联网精彩生活,未融资,150-500人,0,10,50,0,0,0
61793,厦门太昊信息科技有限公司,太昊科技,image1/M00/1B/81/Cgo8PFUinE2ADcS_AAAKdSz2Ohs315.png,厦门,文化娱乐,厦门太昊信息科技有限公司是一支年轻、充满激情的创业团队。在这里，我们平等、自由、开放。主要从事互联网,未融资,50-150人,16,5,0,0,0,0
234191,厦门云之端信息科技有限公司,云之端,i/image/M00/4F/AB/CgpFT1l3HmSAB_KGAAAUuU3TIKo637.png,厦门,"移动互联网,数据服务",适时而变，视势而为,未融资,少于15人,2,5,0,1,0,0
30953,上海元酷网络科技有限公司,元酷网络,i/image/M00/04/22/Cgp3O1bGk_iAWA3xAACjP7K8kwE331.png,厦门,移动互联网,加入我们！与来自Google、猎豹移动、小米MI、SOHU、美图、百度的Geeker一起奔跑吧,不需要融资,15-50人,10,0,0,1,0,0
108777,上海精锐教育培训有限公司,精锐教育,i/image/M00/42/B6/Cgp3O1eArcqAMCfXAAEMNM9_gLY025.jpg,厦门,教育,快速发展的教育公司，立志做教育行业的苹果!,不需要融资,2000人以上,0,5,0,0,0,0
350254,厦门森鹏科技有限公司,森鹏科技,i/image3/M00/42/E7/Cgq2xlq3QwyAOnSfAADZcLEq_vo229.jpg,厦门,移动互联网、电子商务,软件圈的新高度~,未融资,少于15人,1,0,100,0,0,0
237746,深圳市口袋搜网络有限公司,口袋搜,i/image3/M00/23/9A/Cgq2xlqWBrWAHp68AABC8QPgueI622.png,厦门,移动互联网,让ASO变得更简单，让世界看到你的App！,未融资,50-150人,0,3,25,1,0,0
116634,厦门趣象文化创意有限公司,趣象,i/image/M00/3B/7D/CgpFT1lREhCALfjEAABSlg5DMCU974.jpg,厦门,移动互联网,精准品牌策略，创意品牌设计，专业技术开发。趣象致力于为各大企业量身打造一站式服务，做您贴心品牌管家。,未融资,15-50人,6,5,0,0,0,0
106262,厦门公众投保网络服务有限公司,白鸽宝,image2/M00/16/17/CgqLKVZFWdmAf6I8AAAL3O0ajJM957.jpg?cc=0.3465153251308948,厦门,"移动互联网,金融",厦门首家线上投保公司，行业领军，福利待遇优厚,天使轮,50-150人,3,5,0,0,0,0
123068,厦门光鱼信息科技有限公司,光鱼全景,i/image/M00/91/9C/Cgp3O1iYF9uAb37sAAA0a3Q8ZRU349.jpg,厦门,"移动互联网,企业服务",彩虹狗项目—让教育更智能！ 光鱼项目—让全景更简单！,未融资,15-50人,14,0,0,0,0,0
317209,尤塔卡（厦门）网络科技有限公司,尤塔卡,i/image3/M00/15/D4/CgpOIFpyrfKADbtBAAIcw4dGm90580.jpg,厦门,"移动互联网,金融",一个有前景有格调有妹纸的互联网公司,不需要融资,50-150人,0,5,100,0,0,0
286059,厦门易家工社网络科技有限公司,易家工社,i/image2/M00/2B/7C/CgotOVos5T2AMTs9AA8cAa2eBnE922.jpg,厦门,其他,致力于为客户打造舒适、时尚的家居环境,天使轮,50-150人,0,0,50,1,0,0
131141,厦门清雅源实业有限公司,清雅源,i/image/M00/2F/EC/Cgp3O1dFEJSAeNrRAAAigM-uKOA571.jpg,厦门,"移动互联网,电子商务",中华礼茶第一品牌,上市公司,50-150人,2,0,0,1,0,0
423801,厦门汇财神信息科技有限公司,汇财神,i/image2/M01/6F/62/CgotOVtVqAaAEIOgAAAj1Q0z7qg483.png,厦门,"移动互联网,金融",汇财神是一家专业从事“互联网+金融”的服务型公司。秉承“以诚为本、不忘初心、合作共赢”的经营理念，以金融市场为切入口，不断开拓和完善互联网金融应用产品，为其提供互联网技术支持与运营维护。,未融资,15-50人,0,5,0,0,0,0
121278,深圳免息科技有限公司,免息金融,i/image/M00/18/52/CgqKkVbzlW6ADla6AAM23IxXZDY373.png,厦门,"移动互联网,金融",免息金融—我有你的生活方式,未融资,15-50人,4,0,41,0,0,0
46834,厦门爱爱特投资管理合伙企业（有限合伙）,爱特加速器,image1/M00/00/79/CgYXBlTUXbOAN-lfAAC1ttbClrc747.jpg,厦门,"移动互联网,O2O",专注于移动互联网、人工智能、AR、VR、IOT、文创娱乐、影视等项目的孵化和投资,不需要融资,50-150人,1,0,41,0,0,0
121799,厦门胡迪尼文化创意有限公司,胡迪尼公司,i/image/M00/19/C0/Cgp3O1b4v4WADd64AABWNehtmNQ834.png,厦门,"移动互联网,教育",我们是一家致力于将AR增强现实技术与教育、旅游、商务等领域进行完美集合的创新型企业。,天使轮,15-50人,7,0,0,0,0,0
183940,福建小鱼网络科技股份有限公司,厦门小鱼网,i/image/M00/08/72/CgpEMljaGbmAfvU2AAAMPWLp42E775.png,厦门,"移动互联网,社交网络",加入小鱼，一起撸起袖子加油干,上市公司,150-500人,1,5,33,0,0,0
123141,三维码（厦门）网络科技有限公司,三维码科技,i/image2/M01/70/61/CgotOVtXzsOATLyRAAHyyIDDFeY807.jpg,厦门,"移动互联网,社交网络",成就民族三维码！,未融资,50-150人,7,5,0,0,0,0
355730,厦门爱优网络科技有限公司,爱优网络,i/image2/M00/42/9E/CgoB5lrDAbmAIOjsAABVzOeDk54567.png,厦门,"生活服务,其他",共享售货机,未融资,少于15人,0,4,100,0,0,0
137881,厦门至物商贸有限公司,厦门至物商贸有限公司,i/image/M00/83/48/CgpEMlpVuKaACYqVAABITApBYCw867.jpg,厦门,"电子商务,文化娱乐",家具日用品品牌,未融资,少于15人,0,3,50,0,0,0
23778,厦门络想信息技术有限公司,络想,image1/M00/00/2F/Cgo8PFTUXICAdiqpAABZHOP-wiw275.png,厦门,移动互联网,如果您也有一颗充满理想的心，愿意付出汗水去实现自己的理想，拥有开放的学习心态，那就加入我们吧！,天使轮,少于15人,1,0,40,1,0,0
152738,厦门旺集信息科技有限公司,中国第一家俄罗斯海外仓,i/image/M00/65/14/Cgp3O1gG4pmACO_PAAhGM3197HI854.png,厦门,"电子商务,其他",中国第一家俄罗斯海外仓，让你的俄罗斯订单飞起来~,天使轮,50-150人,0,0,12,0,0,0
370436,厦门市炜华工贸有限公司,炜华工贸,i/image2/M00/47/E8/CgoB5lrdK02ADqrCAAKziuzm9Eo641.jpg,厦门,电子商务,年轻，氛围好，领导nice,未融资,15-50人,0,3,100,0,0,0
255088,厦门中企信科技有限公司,中企信科技,i/image/M00/6A/7C/CgpEMlmniriAbwyeAAAvvez93ak677.png,厦门,企业服务,专注餐饮企业服务,未融资,少于15人,0,2,100,0,0,0
124304,舞刀弄影文化传媒（厦门）有限公司,舞刀弄影,i/image/M00/23/8E/Cgp3O1cXpSGANXRJAABHmhWYJjw165.jpg,厦门,文化娱乐,和好玩的人 一起做好玩的事,天使轮,15-50人,1,7,0,1,0,0
237888,厦门市快游网络科技有限公司,快游,i/image/M00/53/A6/CgpFT1l_9lWAL9-LAAAWnTrkRTs349.png,厦门,"移动互联网,游戏",厦门顶尖研发团队,不需要融资,50-150人,0,5,75,0,0,0
236794,厦门航空有限公司,厦门航空,i/image/M00/51/D7/CgpFT1l7IsmAHW6FAAAYmzfdiu4603.jpg,厦门,生活服务,中国品牌价值500强评审委员会揭晓第十届中国品牌价值500强企业,不需要融资,2000人以上,0,4,0,0,0,0
212969,厦门美俪阿萨娜运营有限公司,厦门美俪阿萨娜运营有限公司,i/image/M00/38/7B/CgpEMllDOPaAEoEvAAFAz_7vi2c374.png,厦门,"移动互联网,生活服务",我们需要： 爱生活—能发现不一样的美；有创意—拒绝平庸；善沟通—与开发、设计、运营打成一片,不需要融资,150-500人,1,0,100,0,0,0
122738,厦门趣品网络科技有限公司,趣品网络,i/image/M00/22/A2/CgqKkVcVnAuAUV0ZAAAh0LuqB_U520.jpg,厦门,移动互联网,新一代的购物神器,天使轮,15-50人,0,1,100,0,0,0
66476,拾联（厦门）信息科技有限公司,拾联信息科技,image1/M00/22/06/Cgo8PFU_RFKAHN4qAAC-hoqYQSs038.jpg,厦门,"移动互联网,文化娱乐",拾联（厦门）信息科技有限公司是厦门大学海西通信工程研究院及MBA创业资源俱乐部孵化企业之一,天使轮,50-150人,6,0,0,0,0,0
38799,厦门市简极科技有限公司,简极,image1/M00/2D/71/Cgo8PFV5AruAOj_CAAAg3M4vouQ143.jpg,厦门,"移动互联网,电子商务",汇聚优秀海内外高级管理人才和技术工程师,A轮,50-150人,0,5,0,0,0,0
80337,上海讯踪信息科技有限公司,讯踪,image1/M00/33/9D/Cgo8PFWUByGALo8fAAADffSLN4I833.png?cc=0.3056651037186384,厦门,"移动互联网,社交网络","Concentration, Teamwork, Innovation, Openness, NGU",A轮,15-50人,0,0,0,1,0,0
163785,厦门微力科技有限公司,微力,i/image/M00/84/60/Cgp3O1hckuGAW0h-AAa_vLjlo7g369.png,厦门,"移动互联网,企业服务",让每个人都拥有一个互联网名片,未融资,15-50人,1,7,0,1,0,0
308305,厦门市双联凡互联网科技有限公司,双联凡,i/image/M00/78/0A/CgpFT1pGX8WAZVMSAAAqEgpqWnY918.png,厦门,社交网络 游戏,别让距离而拒绝我们的合作，双联凡能让距离变成应有的价值，期待您的加入！下个boss就是您！,不需要融资,15-50人,0,1,0,0,0,0
425239,厦门赫千电子商务有限公司,厦门赫千电子商务,i/image2/M01/71/4E/CgotOVtZX8mAAM1AAAABh0ULnUg154.png,厦门,电子商务,亚马逊跨境电商，主营衣服、鞋帽、手机壳等产品的图案的个性化设计、销售。,不需要融资,50-150人,0,5,66,0,0,0
124099,珠海迈博企业策划有限公司,迈博策划,i/image/M00/1E/DA/Cgp3O1cKBMyAAsaZAACk6Z8LGCg486.png,厦门,"其他,企业服务",服务 品牌 设计 管理,不需要融资,15-50人,0,0,100,0,0,0
120999,厦门书生天下投资管理有限公司,书生资本,i/image/M00/17/92/CgqKkVbyE7OADD21AAGXNihCZPA006.jpg,厦门,"金融,教育",专注用会思考的互联网连接企业一切,未融资,150-500人,6,0,25,1,0,0
48762,百川信（厦门）网络技术有限公司,百川信,image1/M00/00/7F/CgYXBlTUXcuAADKnAABSTJ2ZYHw275.png,厦门,电子商务,百川信（厦门）网络技术有限公司成立于厦门，公司集信息技术之大成，致力于向政府及,A轮,50-150人,3,3,0,0,0,0
54927,厦门市妥妥在线网络科技有限公司,妥妥在线,image1/M00/18/2A/Cgo8PFUTuqGAWculAACv4ZWCnz0513.jpg,厦门,金融,妥妥在线，期货，现货开户，妥妥滴,天使轮,15-50人,1,0,0,1,0,0
62384,厦门和诚智汇信息科技有限公司,和诚智汇,i/image/M00/A0/94/Cgp3O1imj9OAL14iAAAop-lHLDs430.png,厦门,移动互联网,和诚智是一家集开发、设计、服务于一体的科技公司，业务范围涵盖：信息系统集成服务；软件开发；技术咨询等,A轮,50-150人,1,0,43,0,0,0
104091,厦门壹战信息科技有限公司,壹战,image2/M00/12/1B/CgqLKVY2-zGAYOPcAAARpMprElQ005.jpg?cc=0.549388246153815,厦门,文化娱乐,公司氛围好，待遇优,天使轮,少于15人,1,0,75,0,0,0
133743,嘉颐健康（厦门）管理咨询有限公司,嘉颐健康,i/image/M00/32/39/CgpEMlk2XEmAGR7wAADS22pFdMs689.png,厦门,医疗健康,嘉颐健康是中国家庭健康管理专家,A轮,15-50人,6,0,0,1,0,0
289115,厦门嘉玩互动网络科技有限公司,嘉玩互动,i/image2/M00/2E/1D/CgotOVozPD-AToaxAADBwSkm8NI714.jpg,厦门,"移动互联网,游戏",我们致力于打造最好玩的游戏基地，遵循积极、合作、共赢、诚信、成长、极致的商业原则和核心价值！,未融资,50-150人,0,5,100,0,0,0
227543,厦门拓企嘉商务会展有限公司,拓企嘉商务会展,i/image/M00/4A/01/CgpEMllkmiKAc9MTAAA6PJoyEKc448.jpg,厦门,"企业服务,广告营销",上市国际展览主办平台,上市公司,150-500人,0,0,100,0,0,0
71017,厦门爱妃子网络科技有限公司,爱妃子,i/image/M00/00/F9/Cgp3O1ZdCfSAI3qEAAB9OOPiVdI530.png,厦门,"移动互联网,社交网络",任性app-有体验的情趣速卖店,未融资,15-50人,4,0,0,1,0,0
68908,厦门下午两点半信息科技有限公司,sappygo,i/image/M00/44/5C/Cgp3O1eFoFaAKQ1vAAD_iT5B-LA890.png,厦门,"移动互联网,硬件",口罩界的第一潮牌，未来可穿戴潮流品牌,天使轮,少于15人,10,0,0,0,0,0
123253,驰纳（厦门）信息服务有限公司,驰纳（厦门）信息服务有限公司,i/image/M00/1C/EA/Cgp3O1cDf-eAKKcaAACTrVhO6TA472.jpg,厦门,"电子商务,移动互联网",在这里，无论你从事的是高管、攻城狮，还是行政、营销、会计等岗位都能实现你人生应有的价值,天使轮,50-150人,0,0,100,0,0,0
201380,厦门如熙贸易有限公司,如熙,i/image/M00/1F/15/CgpFT1kRag2AIUexAAAM6yR8mOE736.jpg,厦门,电子商务,一见如故，经久不熙,不需要融资,150-500人,1,4,0,1,0,0
50043,厦门七度信息科技有限公司,七度中国,i/image/M00/00/10/Cgp3O1YnLE2AY8KvAAA4dkZlm9Y076.png,厦门,电子商务,今天你以七度为荣，明天七度以你为荣,未融资,50-150人,1,1,0,1,0,0
84408,厦门大洋通信有限公司,大洋通信,i/image/M00/26/C0/CgqKkVcix5WAJH8NAAATYVFb0Cc343.jpg,厦门,移动互联网,"大洋通信公司愿与支持和关心大洋通信的朋友携手并进, 共创辉煌.",不需要融资,150-500人,21,0,0,1,0,0
34343,厦门易汇利金融信息技术服务有限公司,厦门易汇利金融信息技术服务有限公司,image1/M00/00/50/Cgo8PFTUXQyAKyZbAAAxvL0Pa9I958.png,厦门,金融,易利贷打造全方位的互联网金融平台，全新的战场，欢迎敢于挑战的你！,D轮及以上,15-50人,0,0,50,0,0,0
123230,厦门凤凰创壹软件有限公司,凤凰创壹,i/image/M00/1E/36/CgqKkVcHArOADCcTAAALU-Uf1T8718.png,厦门,移动互联网,集团上市 国企控股 期权激励 五险一金,上市公司,150-500人,0,2,100,0,0,0
